rule,rep_num
14,4,,50
14,5,,50
14,6,,50
14,7,,50
14,8,,50
14,9,,50
15,0,,50
15,1,,50
15,2,,50
15,3,,50
15,4,,50
15,5,,50
15,6,,50
15,7,,50
15,8,,50
15,9,,50
16,0,,50
16,1,,50
16,2,,50
16,3,,50
16,4,,50
16,5,,50
16,6,,50
16,7,,50
16,8,,50
16,9,,50
17,0,,50
17,1,,50
17,2,,50
17,3,,50
17,4,,50
17,5,,50
17,6,,50
17,7,,50
17,8,,50
17,9,,50
18,0,,50
18,1,,50
18,2,,50
18,3,,50
18,4,,50
18,5,,50
18,6,,50
18,7,,50
18,8,,50
18,9,,50
19,0,,2
19,1,,2
19,2,,2
19,3,,2
19,4,,2
19,5,,2
19,6,,2
19,7,,2
19,8,,2
19,9,,2
20,0,,50
20,1,,50
20,2,,50
20,3,,50
20,4,,50
20,5,,50
20,6,,50
20,7,,50
20,8,,50
20,9,,50
21,0,,50
21,1,,50
21,2,,50
21,3,,50
21,4,,50
21,5,,50
21,6,,50
21,7,,50
21,8,,50
21,9,,50
22,0,,50
22,1,,50
22,2,,50
22,3,,50
22,4,,50
22,5,,50
22,6,,50
22,7,,50
22,8,,50
22,9,,50
23,0,,2
23,1,,2
23,2,,2
23,3,,2
23,4,,2
23,5,,2
23,6,,2
23,7,,2
23,8,,2
23,9,,2
24,0,,50
24,1,,50
24,2,,50
24,3,,50
24,4,,50
24,5,,50
24,6,,50
24,7,,50
24,8,,50
24,9,,50
25,0,,50
25,1,,50
25,2,,50
25,3,,50
25,4,,50
25,5,,50
25,6,,50
25,7,,50
25,8,,50
25,9,,50
26,0,,50
26,1,,50
26,2,,50
26,3,,50
26,4,,50
26,5,,50
26,6,,50
26,7,,50
26,8,,50
26,9,,50
27,0,,50
27,1,,50
27,2,,50
27,3,,50
27,4,,50
27,5,,50
27,6,,50
27,7,,50
27,8,,50
27,9,,50
28,0,,2
28,1,,2
28,2,,2
28,3,,2
28,4,,2
28,5,,2
28,6,,2
28,7,,2
28,8,,2
28,9,,2
29,0,,2
29,1,,2
29,2,,2
29,3,,2
29,4,,2
29,5,,2
29,6,,2
29,7,,2
29,8,,2
29,9,,2
30,0,,50
30,1,,50
30,2,,50
30,3,,50
30,4,,50
30,5,,50
30,6,,50
30,7,,50
30,8,,50
30,9,,50
31,0,,50
31,1,,50
31,2,,50
31,3,,50
31,4,,50
31,5,,50
31,6,,50
31,7,,50
31,8,,50
31,9,,50
32,0,,1
32,1,,1
32,2,,1
32,3,,1
32,4,,1
32,5,,1
32,6,,1
32,7,,1
32,8,,1
32,9,,1
33,0,,2
33,1,,2
33,2,,2
33,3,,2
33,4,,2
33,5,,2
33,6,,2
33,7,,2
33,8,,2
33,9,,2
34,0,,50
34,1,,50
34,2,,50
34,3,,50
34,4,,50
34,5,,50
34,6,,50
34,7,,50
34,8,,50
34,9,,50
35,0,,50
35,1,,50
35,2,,50
35,3,,50
35,4,,50
35,5,,50
35,6,,50
35,7,,50
35,8,,50
35,9,,50
36,0,,1
36,1,,1
36,2,,1
36,3,,1
36,4,,1
36,5,,1
36,6,,1
36,7,,1
36,8,,1
36,9,,1
37,0,,2
37,1,,2
37,2,,2
37,3,,2
37,4,,2
37,5,,2
37,6,,2
37,7,,2
37,8,,2
37,9,,2
38,0,,50
38,1,,50
38,2,,50
38,3,,50
38,4,,50
38,5,,50
38,6,,50
38,7,,50
38,8,,50
38,9,,50
39,0,,50
39,1,,50
39,2,,50
39,3,,50
39,4,,50
39,5,,50
39,6,,50
39,7,,50
39,8,,50
39,9,,50
40,0,,1
40,1,,1
40,2,,1
40,3,,1
40,4,,1
40,5,,1
40,6,,1
40,7,,1
40,8,,1
40,9,,1
41,0,,50
41,1,,50
41,2,,50
41,3,,50
41,4,,50
41,5,,50
41,6,,50
41,7,,50
41,8,,50
41,9,,50
42,0,,50
42,1,,50
42,2,,50
42,3,,50
42,4,,50
42,5,,50
42,6,,50
42,7,,50
42,8,,50
42,9,,50
43,0,,50
43,1,,50
43,2,,50
43,3,,50
43,4,,50
43,5,,50
43,6,,50
43,7,,50
43,8,,50
43,9,,50
44,0,,1
44,1,,1
44,2,,1
44,3,,1
44,4,,1
44,5,,1
44,6,,1
44,7,,1
44,8,,1
44,9,,1
45,0,,50
45,1,,50
45,2,,50
45,3,,50
45,4,,50
45,5,,50
45,6,,50
45,7,,50
45,8,,50
45,9,,50
46,0,,50
46,1,,50
46,2,,50
46,3,,50
46,4,,50
46,5,,50
46,6,,50
46,7,,50
46,8,,50
46,9,,50
47,0,,50
47,1,,50
47,2,,50
47,3,,50
47,4,,50
47,5,,50
47,6,,50
47,7,,50
47,8,,50
47,9,,50
48,0,,50
48,1,,50
48,2,,50
48,3,,50
48,4,,50
48,5,,50
48,6,,50
48,7,,50
48,8,,50
48,9,,50
49,0,,50
49,1,,50
49,2,,50
49,3,,50
49,4,,50
49,5,,50
49,6,,50
49,7,,50
49,8,,50
49,9,,50
50,0,,2
50,1,,2
50,2,,2
50,3,,2
50,4,,2
50,5,,2
50,6,,2
50,7,,2
50,8,,2
50,9,,2
51,0,,2
51,1,,2
51,2,,2
51,3,,2
51,4,,2
51,5,,2
51,6,,2
51,7,,2
51,8,,2
51,9,,2
52,0,,50
52,1,,50
52,2,,50
52,3,,50
52,4,,50
52,5,,50
52,6,,50
52,7,,50
52,8,,50
52,9,,50
53,0,,50
53,1,,50
53,2,,50
53,3,,50
53,4,,50
53,5,,50
53,6,,50
53,7,,50
53,8,,50
53,9,,50
54,0,,50
54,1,,50
54,2,,50
54,3,,50
54,4,,50
54,5,,50
54,6,,50
54,7,,50
54,8,,50
54,9,,50
55,0,,2
55,1,,2
55,2,,2
55,3,,2
55,4,,2
55,5,,2
55,6,,2
55,7,,2
55,8,,2
55,9,,2
56,0,,50
56,1,,50
56,2,,50
56,3,,50
56,4,,50
56,5,,50
56,6,,50
56,7,,50
56,8,,50
56,9,,50
57,0,,50
57,1,,50
57,2,,2
57,3,,50
57,4,,50
57,5,,50
57,6,,50
57,7,,50
57,8,,50
57,9,,50
58,0,,50
58,1,,50
58,2,,50
58,3,,50
58,4,,50
58,5,,50
58,6,,50
58,7,,50
58,8,,50
58,9,,50
59,0,,50
59,1,,50
59,2,,50
59,3,,50
59,4,,50
59,5,,50
59,6,,50
59,7,,50
59,8,,50
59,9,,50
60,0,,50
60,1,,50
60,2,,50
60,3,,50
60,4,,50
60,5,,50
60,6,,50
60,7,,50
60,8,,50
60,9,,50
61,0,,50
61,1,,50
61,2,,50
61,3,,50
61,4,,50
61,5,,50
61,6,,50
61,7,,50
61,8,,50
61,9,,50
62,0,,50
62,1,,3
62,2,,50
62,3,,50
62,4,,3
62,5,,3
62,6,,3
62,7,,50
62,8,,3
62,9,,50
63,0,,50
63,1,,50
63,2,,50
63,3,,50
63,4,,50
63,5,,50
63,6,,50
63,7,,50
63,8,,50
63,9,,50
64,0,,1
64,1,,1
64,2,,1
64,3,,1
64,4,,1
64,5,,1
64,6,,1
64,7,,1
64,8,,1
64,9,,1
65,0,,50
65,1,,50
65,2,,50
65,3,,50
65,4,,50
65,5,,50
65,6,,50
65,7,,50
65,8,,50
65,9,,50
66,0,,50
66,1,,50
66,2,,50
66,3,,50
66,4,,50
66,5,,50
66,6,,50
66,7,,50
66,8,,50
66,9,,50
67,0,,50
67,1,,50
67,2,,50
67,3,,50
67,4,,50
67,5,,50
67,6,,50
67,7,,50
67,8,,50
67,9,,50
68,0,,1
68,1,,1
68,2,,1
68,3,,1
68,4,,1
68,5,,1
68,6,,1
68,7,,1
68,8,,1
68,9,,1
69,0,,1
69,1,,1
69,2,,1
69,3,,1
69,4,,1
69,5,,1
69,6,,1
69,7,,1
69,8,,1
69,9,,1
70,0,,2
70,1,,2
70,2,,2
70,3,,2
70,4,,2
70,5,,2
70,6,,2
70,7,,2
70,8,,2
70,9,,2
71,0,,2
71,1,,2
71,2,,2
71,3,,2
71,4,,2
71,5,,2
71,6,,2
71,7,,2
71,8,,2
71,9,,2
72,0,,1
72,1,,1
72,2,,1
72,3,,1
72,4,,1
72,5,,1
72,6,,1
72,7,,1
72,8,,1
72,9,,1
73,0,,50
73,1,,50
73,2,,6
73,3,,18
73,4,,50
73,5,,50
73,6,,50
73,7,,50
73,8,,50
73,9,,50
74,0,,50
74,1,,50
74,2,,50
74,3,,50
74,4,,50
74,5,,50
74,6,,50
74,7,,50
74,8,,50
74,9,,50
75,0,,50
75,1,,50
75,2,,50
75,3,,50
75,4,,50
75,5,,50
75,6,,50
75,7,,50
75,8,,50
75,9,,50
76,0,,1
76,1,,1
76,2,,1
76,3,,1
76,4,,1
76,5,,1
76,6,,1
76,7,,1
76,8,,1
76,9,,1
77,0,,1
77,1,,1
77,2,,1
77,3,,1
77,4,,1
77,5,,1
77,6,,1
77,7,,1
77,8,,1
77,9,,1
78,0,,1
78,1,,1
78,2,,1
78,3,,1
78,4,,1
78,5,,1
78,6,,1
78,7,,1
78,8,,1
78,9,,1
79,0,,1
79,1,,1
79,2,,1
79,3,,1
79,4,,1
79,5,,1
79,6,,1
79,7,,1
79,8,,1
79,9,,1
80,0,,50
80,1,,50
80,2,,50
80,3,,50
80,4,,50
80,5,,50
80,6,,50
80,7,,50
80,8,,50
80,9,,50
81,0,,50
81,1,,50
81,2,,50
81,3,,50
81,4,,50
81,5,,50
81,6,,50
81,7,,50
81,8,,50
81,9,,50
82,0,,50
82,1,,50
82,2,,50
82,3,,50
82,4,,50
82,5,,50
82,6,,50
82,7,,50
82,8,,50
82,9,,50
83,0,,50
83,1,,50
83,2,,50
83,3,,50
83,4,,50
83,5,,50
83,6,,50
83,7,,50
83,8,,50
83,9,,50
84,0,,50
84,1,,50
84,2,,50
84,3,,50
84,4,,50
84,5,,50
84,6,,50
84,7,,50
84,8,,50
84,9,,50
85,0,,50
85,1,,50
85,2,,50
85,3,,50
85,4,,50
85,5,,50
85,6,,50
85,7,,50
85,8,,50
85,9,,50
86,0,,50
86,1,,50
86,2,,50
86,3,,50
86,4,,50
86,5,,50
86,6,,50
86,7,,50
86,8,,50
86,9,,50
87,0,,50
87,1,,50
87,2,,50
87,3,,50
87,4,,50
87,5,,50
87,6,,50
87,7,,50
87,8,,50
87,9,,50
88,0,,50
88,1,,50
88,2,,50
88,3,,50
88,4,,50
88,5,,50
88,6,,50
88,7,,50
88,8,,50
88,9,,50
89,0,,50
89,1,,50
89,2,,50
89,3,,50
89,4,,50
89,5,,50
89,6,,50
89,7,,50
89,8,,50
89,9,,50
90,0,,50
90,1,,50
90,2,,50
90,3,,50
90,4,,50
90,5,,50
90,6,,50
90,7,,50
90,8,,50
90,9,,50
91,0,,2
91,1,,2
91,2,,2
91,3,,2
91,4,,2
91,5,,2
91,6,,2
91,7,,2
91,8,,2
91,9,,2
92,0,,1
92,1,,1
92,2,,1
92,3,,1
92,4,,1
92,5,,1
92,6,,1
92,7,,1
92,8,,1
92,9,,1
93,0,,1
93,1,,1
93,2,,1
93,3,,1
93,4,,1
93,5,,1
93,6,,1
93,7,,1
93,8,,1
93,9,,1
94,0,,2
94,1,,1
94,2,,3
94,3,,6
94,4,,2
94,5,,1
94,6,,1
94,7,,3
94,8,,2
94,9,,6
95,0,,2
95,1,,2
95,2,,2
95,3,,2
95,4,,2
95,5,,2
95,6,,2
95,7,,2
95,8,,2
95,9,,2
96,0,,1
96,1,,1
96,2,,1
96,3,,1
96,4,,1
96,5,,1
96,6,,1
96,7,,1
96,8,,1
96,9,,1
97,0,,50
97,1,,50
97,2,,50
97,3,,50
97,4,,50
97,5,,50
97,6,,50
97,7,,50
97,8,,50
97,9,,50
98,0,,50
98,1,,50
98,2,,50
98,3,,50
98,4,,50
98,5,,50
98,6,,50
98,7,,50
98,8,,50
98,9,,50
99,0,,2
99,1,,50
99,2,,50
99,3,,50
99,4,,50
99,5,,50
99,6,,2
99,7,,2
99,8,,2
99,9,,50
100,0,,1
100,1,,1
100,2,,1
100,3,,1
100,4,,1
100,5,,1
100,6,,1
100,7,,1
100,8,,1
100,9,,1
101,0,,50
101,1,,50
101,2,,50
101,3,,50
101,4,,50
101,5,,50
101,6,,50
101,7,,50
101,8,,50
101,9,,50
102,0,,50
102,1,,50
102,2,,50
102,3,,50
102,4,,50
102,5,,50
102,6,,50
102,7,,50
102,8,,50
102,9,,50
103,0,,50
103,1,,50
103,2,,50
103,3,,50
103,4,,50
103,5,,50
103,6,,50
103,7,,50
103,8,,50
103,9,,50
104,0,,1
104,1,,1
104,2,,1
104,3,,1
104,4,,1
104,5,,1
104,6,,1
104,7,,1
104,8,,1
104,9,,1
105,0,,50
105,1,,50
105,2,,50
105,3,,50
105,4,,50
105,5,,50
105,6,,50
105,7,,50
105,8,,50
105,9,,50
106,0,,50
106,1,,50
106,2,,50
106,3,,50
106,4,,50
106,5,,50
106,6,,50
106,7,,50
106,8,,50
106,9,,50
107,0,,50
107,1,,50
107,2,,50
107,3,,50
107,4,,50
107,5,,50
107,6,,50
107,7,,50
107,8,,50
107,9,,50
108,0,,2
108,1,,2
108,2,,2
108,3,,2
108,4,,2
108,5,,2
108,6,,1
108,7,,1
108,8,,2
108,9,,2
109,0,,50
109,1,,50
109,2,,2
109,3,,24
109,4,,30
109,5,,6
109,6,,18
109,7,,50
109,8,,50
109,9,,8
110,0,,50
110,1,,50
110,2,,50
110,3,,50
110,4,,50
110,5,,50
110,6,,50
110,7,,50
110,8,,50
110,9,,50
111,0,,5
111,1,,50
111,2,,50
111,3,,50
111,4,,50
111,5,,5
111,6,,50
111,7,,5
111,8,,50
111,9,,50
112,0,,50
112,1,,50
112,2,,50
112,3,,50
112,4,,50
112,5,,50
112,6,,50
112,7,,50
112,8,,50
112,9,,50
113,0,,50
113,1,,50
113,2,,50
113,3,,50
113,4,,50
113,5,,50
113,6,,50
113,7,,50
113,8,,50
113,9,,50
114,0,,50
114,1,,50
114,2,,50
114,3,,50
114,4,,50
114,5,,50
114,6,,50
114,7,,50
114,8,,50
114,9,,50
115,0,,50
115,1,,50
115,2,,50
115,3,,50
115,4,,50
115,5,,50
115,6,,50
115,7,,50
115,8,,50
115,9,,50
116,0,,50
116,1,,50
116,2,,50
116,3,,50
116,4,,50
116,5,,50
116,6,,50
116,7,,50
116,8,,50
116,9,,50
117,0,,50
117,1,,50
117,2,,50
117,3,,50
117,4,,50
117,5,,50
117,6,,50
117,7,,50
117,8,,50
117,9,,50
118,0,,50
118,1,,3
118,2,,50
118,3,,50
118,4,,3
118,5,,50
118,6,,3
118,7,,50
118,8,,3
118,9,,50
119,0,,50
119,1,,50
119,2,,50
119,3,,50
119,4,,50
119,5,,50
119,6,,50
119,7,,50
119,8,,50
119,9,,50
120,0,,50
120,1,,50
120,2,,50
120,3,,50
120,4,,50
120,5,,50
120,6,,50
120,7,,50
120,8,,50
120,9,,50
121,0,,50
121,1,,50
121,2,,50
121,3,,50
121,4,,50
121,5,,50
121,6,,50
121,7,,50
121,8,,50
121,9,,50
122,0,,50
122,1,,50
122,2,,50
122,3,,50
122,4,,50
122,5,,50
122,6,,50
122,7,,50
122,8,,50
122,9,,50
123,0,,2
123,1,,2
123,2,,2
123,3,,2
123,4,,2
123,5,,2
123,6,,2
123,7,,2
123,8,,2
123,9,,2
124,0,,50
124,1,,50
124,2,,50
124,3,,50
124,4,,50
124,5,,50
124,6,,50
124,7,,50
124,8,,50
124,9,,50
125,0,,50
125,1,,50
125,2,,50
125,3,,5
125,4,,50
125,5,,50
125,6,,50
125,7,,50
125,8,,50
125,9,,50
126,0,,50
126,1,,50
126,2,,50
126,3,,50
126,4,,50
126,5,,50
126,6,,50
126,7,,50
126,8,,50
126,9,,50
127,0,,2
127,1,,2
127,2,,2
127,3,,2
127,4,,2
127,5,,2
127,6,,2
127,7,,2
127,8,,2
127,9,,2
128,0,,1
128,1,,1
128,2,,1
128,3,,1
128,4,,1
128,5,,1
128,6,,1
128,7,,1
128,8,,1
128,9,,1
129,0,,50
129,1,,50
129,2,,50
129,3,,50
129,4,,50
129,5,,50
129,6,,50
129,7,,50
129,8,,50
129,9,,50
130,0,,50
130,1,,50
130,2,,50
130,3,,50
130,4,,50
130,5,,50
130,6,,50
130,7,,50
130,8,,50
130,9,,50
131,0,,3
131,1,,50
131,2,,3
131,3,,3
131,4,,50
131,5,,50
131,6,,50
131,7,,50
131,8,,50
131,9,,50
132,0,,1
132,1,,1
132,2,,1
132,3,,1
132,4,,1
132,5,,1
132,6,,1
132,7,,1
132,8,,1
132,9,,1
133,0,,2
133,1,,2
133,2,,2
133,3,,1
133,4,,6
133,5,,3
133,6,,3
133,7,,2
133,8,,3
133,9,,3
134,0,,50
134,1,,50
134,2,,50
134,3,,50
134,4,,50
134,5,,50
134,6,,50
134,7,,50
134,8,,50
134,9,,50
135,0,,50
135,1,,50
135,2,,50
135,3,,50
135,4,,50
135,5,,50
135,6,,50
135,7,,50
135,8,,50
135,9,,50
136,0,,1
136,1,,1
136,2,,1
136,3,,1
136,4,,1
136,5,,1
136,6,,1
136,7,,1
136,8,,1
136,9,,1
137,0,,50
137,1,,50
137,2,,50
137,3,,50
137,4,,50
137,5,,50
137,6,,50
137,7,,50
137,8,,50
137,9,,50
138,0,,50
138,1,,50
138,2,,50
138,3,,50
138,4,,50
138,5,,50
138,6,,50
138,7,,50
138,8,,50
138,9,,50
139,0,,50
139,1,,50
139,2,,50
139,3,,50
139,4,,50
139,5,,50
139,6,,50
139,7,,50
139,8,,50
139,9,,50
140,0,,1
140,1,,1
140,2,,1
140,3,,1
140,4,,1
140,5,,1
140,6,,1
140,7,,1
140,8,,1
140,9,,1
141,0,,1
141,1,,1
141,2,,1
141,3,,1
141,4,,1
141,5,,1
141,6,,1
141,7,,1
141,8,,1
141,9,,1
142,0,,50
142,1,,50
142,2,,50
142,3,,50
142,4,,50
142,5,,50
142,6,,50
142,7,,50
142,8,,50
142,9,,50
143,0,,50
143,1,,50
143,2,,50
143,3,,50
143,4,,50
143,5,,50
143,6,,50
143,7,,50
143,8,,50
143,9,,50
144,0,,50
144,1,,50
144,2,,50
144,3,,50
144,4,,50
144,5,,50
144,6,,50
144,7,,50
144,8,,50
144,9,,50
145,0,,50
145,1,,50
145,2,,50
145,3,,50
145,4,,50
145,5,,3
145,6,,50
145,7,,50
145,8,,3
145,9,,50
146,0,,50
146,1,,50
146,2,,50
146,3,,50
146,4,,50
146,5,,50
146,6,,50
146,7,,50
146,8,,50
146,9,,50
147,0,,50
147,1,,4
147,2,,50
147,3,,50
147,4,,50
147,5,,4
147,6,,50
147,7,,4
147,8,,50
147,9,,50
148,0,,50
148,1,,50
148,2,,50
148,3,,50
148,4,,50
148,5,,50
148,6,,50
148,7,,50
148,8,,50
148,9,,50
149,0,,50
149,1,,50
149,2,,50
149,3,,50
149,4,,50
149,5,,50
149,6,,50
149,7,,50
149,8,,50
149,9,,50
150,0,,50
150,1,,50
150,2,,50
150,3,,50
150,4,,50
150,5,,50
150,6,,50
150,7,,50
150,8,,50
150,9,,50
151,0,,50
151,1,,50
151,2,,50
151,3,,50
151,4,,50
151,5,,50
151,6,,50
151,7,,50
151,8,,50
151,9,,50
152,0,,50
152,1,,50
152,2,,50
152,3,,50
152,4,,50
152,5,,50
152,6,,50
152,7,,50
152,8,,50
152,9,,50
153,0,,50
153,1,,50
153,2,,50
153,3,,50
153,4,,50
153,5,,50
153,6,,50
153,7,,50
153,8,,50
153,9,,50
154,0,,50
154,1,,50
154,2,,50
154,3,,50
154,4,,50
154,5,,50
154,6,,50
154,7,,50
154,8,,50
154,9,,50
155,0,,50
155,1,,50
155,2,,50
155,3,,50
155,4,,50
155,5,,50
155,6,,50
155,7,,50
155,8,,50
155,9,,50
156,0,,2
156,1,,2
156,2,,2
156,3,,2
156,4,,2
156,5,,2
156,6,,2
156,7,,2
156,8,,2
156,9,,2
157,0,,2
157,1,,2
157,2,,2
157,3,,2
157,4,,2
157,5,,2
157,6,,2
157,7,,2
157,8,,2
157,9,,2
158,0,,50
158,1,,50
158,2,,50
158,3,,50
158,4,,50
158,5,,50
158,6,,50
158,7,,50
158,8,,50
158,9,,50
159,0,,50
159,1,,50
159,2,,50
159,3,,50
159,4,,50
159,5,,50
159,6,,50
159,7,,50
159,8,,50
159,9,,50
160,0,,1
160,1,,1
160,2,,1
160,3,,1
160,4,,1
160,5,,1
160,6,,1
160,7,,1
160,8,,1
160,9,,1
161,0,,50
161,1,,50
161,2,,50
161,3,,50
161,4,,50
161,5,,50
161,6,,50
161,7,,50
161,8,,50
161,9,,50
162,0,,50
162,1,,50
162,2,,50
162,3,,50
162,4,,50
162,5,,50
162,6,,50
162,7,,50
162,8,,50
162,9,,50
163,0,,50
163,1,,50
163,2,,50
163,3,,50
163,4,,50
163,5,,50
163,6,,50
163,7,,50
163,8,,50
163,9,,50
164,0,,1
164,1,,1
164,2,,1
164,3,,1
164,4,,1
164,5,,1
164,6,,1
164,7,,1
164,8,,1
164,9,,1
165,0,,50
165,1,,50
165,2,,50
165,3,,50
165,4,,50
165,5,,50
165,6,,50
165,7,,50
165,8,,50
165,9,,50
166,0,,50
166,1,,50
166,2,,50
166,3,,50
166,4,,50
166,5,,50
166,6,,50
166,7,,50
166,8,,50
166,9,,50
167,0,,50
167,1,,50
167,2,,50
167,3,,50
167,4,,50
167,5,,50
167,6,,50
167,7,,50
167,8,,50
167,9,,50
168,0,,1
168,1,,1
168,2,,1
168,3,,1
168,4,,1
168,5,,1
168,6,,1
168,7,,1
168,8,,1
168,9,,1
169,0,,50
169,1,,50
169,2,,50
169,3,,50
169,4,,50
169,5,,50
169,6,,50
169,7,,50
169,8,,50
169,9,,50
170,0,,50
170,1,,50
170,2,,50
170,3,,50
170,4,,50
170,5,,50
170,6,,50
170,7,,50
170,8,,50
170,9,,50
171,0,,50
171,1,,50
171,2,,50
171,3,,50
171,4,,50
171,5,,50
171,6,,50
171,7,,50
171,8,,50
171,9,,50
172,0,,1
172,1,,1
172,2,,1
172,3,,1
172,4,,1
172,5,,1
172,6,,1
172,7,,1
172,8,,1
172,9,,1
173,0,,50
173,1,,50
173,2,,50
173,3,,50
173,4,,50
173,5,,50
173,6,,50
173,7,,50
173,8,,50
173,9,,50
174,0,,50
174,1,,50
174,2,,50
174,3,,50
174,4,,50
174,5,,50
174,6,,50
174,7,,50
174,8,,50
174,9,,50
175,0,,50
175,1,,50
175,2,,50
175,3,,50
175,4,,50
175,5,,50
175,6,,50
175,7,,50
175,8,,50
175,9,,50
176,0,,50
176,1,,50
176,2,,50
176,3,,50
176,4,,50
176,5,,50
176,6,,50
176,7,,50
176,8,,50
176,9,,50
177,0,,50
177,1,,50
177,2,,50
177,3,,50
177,4,,50
177,5,,50
177,6,,50
177,7,,50
177,8,,50
177,9,,50
178,0,,2
178,1,,2
178,2,,2
178,3,,2
178,4,,2
178,5,,2
178,6,,2
178,7,,2
178,8,,2
178,9,,2
179,0,,2
179,1,,2
179,2,,2
179,3,,2
179,4,,2
179,5,,2
179,6,,2
179,7,,2
179,8,,2
179,9,,2
180,0,,50
180,1,,50
180,2,,50
180,3,,50
180,4,,50
180,5,,50
180,6,,50
180,7,,50
180,8,,50
180,9,,50
181,0,,50
181,1,,50
181,2,,50
181,3,,50
181,4,,50
181,5,,50
181,6,,50
181,7,,50
181,8,,50
181,9,,50
182,0,,50
182,1,,50
182,2,,50
182,3,,50
182,4,,50
182,5,,50
182,6,,50
182,7,,50
182,8,,50
182,9,,50
183,0,,50
183,1,,50
183,2,,50
183,3,,50
183,4,,50
183,5,,50
183,6,,50
183,7,,50
183,8,,50
183,9,,50
184,0,,2
184,1,,50
184,2,,50
184,3,,50
184,4,,50
184,5,,2
184,6,,50
184,7,,50
184,8,,50
184,9,,50
185,0,,50
185,1,,50
185,2,,50
185,3,,50
185,4,,50
185,5,,50
185,6,,50
185,7,,50
185,8,,50
185,9,,50
186,0,,50
186,1,,50
186,2,,50
186,3,,50
186,4,,50
186,5,,50
186,6,,50
186,7,,50
186,8,,50
186,9,,50
187,0,,50
187,1,,50
187,2,,50
187,3,,50
187,4,,50
187,5,,50
187,6,,50
187,7,,50
187,8,,50
187,9,,50
188,0,,50
188,1,,50
188,2,,50
188,3,,50
188,4,,50
188,5,,50
188,6,,50
188,7,,50
188,8,,50
188,9,,50
189,0,,50
189,1,,50
189,2,,50
189,3,,50
189,4,,50
189,5,,50
189,6,,50
189,7,,50
189,8,,50
189,9,,50
190,0,,50
190,1,,50
190,2,,50
190,3,,50
190,4,,50
190,5,,50
190,6,,50
190,7,,50
190,8,,50
190,9,,50
191,0,,50
191,1,,50
191,2,,50
191,3,,50
191,4,,50
191,5,,50
191,6,,50
191,7,,50
191,8,,50
191,9,,50
192,0,,1
192,1,,1
192,2,,1
192,3,,1
192,4,,1
192,5,,1
192,6,,1
192,7,,1
192,8,,1
192,9,,1
193,0,,50
193,1,,50
193,2,,50
193,3,,50
193,4,,50
193,5,,50
193,6,,50
193,7,,50
193,8,,50
193,9,,50
194,0,,50
194,1,,50
194,2,,50
194,3,,50
194,4,,50
194,5,,50
194,6,,50
194,7,,50
194,8,,50
194,9,,50
195,0,,50
195,1,,50
195,2,,50
195,3,,50
195,4,,50
195,5,,50
195,6,,50
195,7,,50
195,8,,50
195,9,,50
196,0,,1
196,1,,1
196,2,,1
196,3,,1
196,4,,1
196,5,,1
196,6,,1
196,7,,1
196,8,,1
196,9,,1
197,0,,1
197,1,,1
197,2,,1
197,3,,1
197,4,,1
197,5,,1
197,6,,1
197,7,,1
197,8,,1
197,9,,1
198,0,,2
198,1,,2
198,2,,2
198,3,,2
198,4,,2
198,5,,2
198,6,,2
198,7,,2
198,8,,2
198,9,,2
199,0,,2
199,1,,2
199,2,,2
199,3,,2
199,4,,2
199,5,,2
199,6,,2
