langton,rep_num,row_Shannon
0.0,0,0.04541469233379411
0.02040816326530612,0,0.04541469233379411
0.04081632653061224,0,0.04541469233379411
0.061224489795918366,0,0.04541469233379411
0.08163265306122448,0,0.04541469233379411
0.1020408163265306,0,0.04541469233379411
0.12244897959183673,0,0.04541469233379411
0.14285714285714285,0,0.04541469233379411
0.16326530612244897,0,0.09079313589591119
0.18367346938775508,0,5.660081752263909
0.2040816326530612,0,0.1361351476101941
0.22448979591836732,0,1.0403965679479557
0.24489795918367346,0,5.660081752263909
0.26530612244897955,0,6.653856189774724
0.2857142857142857,0,6.653856189774724
0.3061224489795918,0,0.18144054254182068
0.32653061224489793,0,0.04541469233379411
0.3469387755102041,0,0.18144054254182068
0.36734693877551017,0,5.6763073147530925
0.3877551020408163,0,1.9581698379697778
0.4081632653061224,0,5.660081752263909
0.42857142857142855,0,5.8547885021341015
0.44897959183673464,0,5.6763073147530925
0.4693877551020408,0,0.22670913386885433
0.4897959183673469,0,6.883856189774725
0.5102040816326531,0,5.806111814666553
0.5306122448979591,0,1.3222921890824146
0.5510204081632653,0,5.822337377155736
0.5714285714285714,0,0.27194073285321085
0.5918367346938775,0,6.653856189774725
0.6122448979591836,0,5.643856189774726
0.6326530612244897,0,7.6438561897747235
0.6530612244897959,0,0.36229218908241484
0.673469387755102,0,0.27194073285321085
0.6938775510204082,0,0.2267091338688543
0.7142857142857142,0,1.2821164609678128
0.7346938775510203,0,1.1211168392188662
0.7551020408163265,0,5.6763073147530925
0.7755102040816326,0,5.6763073147530925
0.7959183673469387,0,0.31713514881102717
0.8163265306122448,0,5.692532877242275
0.836734693877551,0,0.4975370988858111
0.8571428571428571,0,0.18144054254182068
0.8775510204081632,0,0.04541469233379411
0.8979591836734693,0,1.0403965679479557
0.9183673469387754,0,1.0403965679479557
0.9387755102040816,0,0.04541469233379411
0.9591836734693877,0,0.1361351476101941
0.9795918367346939,0,0.1361351476101941
1.0,0,0.04541469233379411
