density,rep_num,car_flow
0.0,0,0.0
0.0,1,0.0
0.05263157894736842,0,0.10050251256281408
0.05263157894736842,1,0.04020100502512563
0.10526315789473684,0,0.135678391959799
0.10526315789473684,1,0.07537688442211055
0.15789473684210525,0,0.1407035175879397
0.15789473684210525,1,0.12060301507537688
0.21052631578947367,0,0.22110552763819097
0.21052631578947367,1,0.1407035175879397
0.2631578947368421,0,0.2562814070351759
0.2631578947368421,1,0.3015075376884422
0.3157894736842105,0,0.3316582914572864
0.3157894736842105,1,0.3417085427135678
0.3684210526315789,0,0.22110552763819097
0.3684210526315789,1,0.24120603015075376
0.42105263157894735,0,0.41708542713567837
0.42105263157894735,1,0.36180904522613067
0.47368421052631576,0,0.45226130653266333
0.47368421052631576,1,0.4824120603015075
0.5263157894736842,0,0.36180904522613067
0.5263157894736842,1,0.49246231155778897
0.5789473684210527,0,0.4271356783919598
0.5789473684210527,1,0.4020100502512563
0.631578947368421,0,0.35175879396984927
0.631578947368421,1,0.4120603015075377
0.6842105263157894,0,0.35678391959798994
0.6842105263157894,1,0.2814070351758794
0.7368421052631579,0,0.2613065326633166
0.7368421052631579,1,0.2613065326633166
0.7894736842105263,0,0.3015075376884422
0.7894736842105263,1,0.16080402010050251
0.8421052631578947,0,0.22110552763819097
0.8421052631578947,1,0.12060301507537688
0.894736842105263,0,0.1407035175879397
0.894736842105263,1,0.08040201005025126
0.9473684210526315,0,0.07537688442211055
0.9473684210526315,1,0.04020100502512563
1.0,0,0.0
1.0,1,0.0
