rule,rep_num,row_Shannon
94,0,0.40741165900058474
95,0,1.0403965679479557
96,0,0.22670913386885433
97,0,7.6438561897747235
98,0,5.789886252177371
99,0,5.887239627112466
100,0,0.09079313589591119
101,0,7.6438561897747235
102,0,7.6438561897747235
103,0,7.6438561897747235
104,0,0.27194073285321085
105,0,7.6438561897747235
106,0,7.6438561897747235
107,0,7.6438561897747235
108,0,1.0807931358959113
109,0,7.6438561897747235
110,0,7.237518773169436
111,0,6.130623064450205
112,0,5.660081752263909
113,0,5.708758439731459
114,0,5.887239627112465
115,0,6.853856189774723
116,0,5.6763073147530925
117,0,5.773660689688187
118,0,2.7293637793855154
119,0,6.653856189774725
120,0,7.6438561897747235
121,0,7.6438561897747235
122,0,7.6438561897747235
123,0,1.0807931358959113
124,0,7.6438561897747235
125,0,6.000818564536743
126,0,7.6438561897747235
127,0,1.0403965679479557
128,0,0.04541469233379411
129,0,7.6438561897747235
130,0,5.6763073147530925
131,0,2.729363779385515
132,0,0.09079313589591119
133,0,1.1614405425418206
134,0,5.741209564709822
135,0,7.6438561897747235
136,0,0.18144054254182068
137,0,7.213856189774725
138,0,5.660081752263909
139,0,5.6763073147530925
140,0,0.1361351476101941
141,0,0.18144054254182068
142,0,6.000818564536743
143,0,5.773660689688187
144,0,5.692532877242275
145,0,7.3438561897747245
146,0,7.6438561897747235
147,0,7.6438561897747235
148,0,5.692532877242276
149,0,7.6438561897747235
150,0,7.6438561897747235
151,0,7.6438561897747235
152,0,5.741209564709822
153,0,7.6438561897747235
154,0,6.643856189774724
155,0,5.6763073147530925
156,0,1.0807931358959113
157,0,1.2016906376975163
158,0,5.871014064623283
159,0,5.7249840022206415
160,0,0.22670913386885433
161,0,7.6438561897747235
162,0,5.6763073147530925
163,0,5.822337377155735
164,0,0.22670913386885433
165,0,7.6438561897747235
166,0,7.6438561897747235
167,0,7.6438561897747235
168,0,0.40741165900058474
169,0,7.6438561897747235
170,0,5.643856189774726
171,0,5.660081752263909
172,0,0.31713514881102717
173,0,5.887239627112465
174,0,5.66008175226391
175,0,5.660081752263909
176,0,5.708758439731458
177,0,5.789886252177371
178,0,1.0807931358959115
179,0,1.1211168392188662
180,0,6.643856189774724
181,0,7.6438561897747235
182,0,7.6438561897747235
183,0,7.6438561897747235
184,0,5.935916314580014
185,0,5.8710140646232825
186,0,5.66008175226391
187,0,5.66008175226391
188,0,5.773660689688187
189,0,5.6763073147530925
190,0,5.6763073147530925
191,0,5.660081752263909
192,0,0.22670913386885433
193,0,7.6438561897747235
194,0,5.692532877242276
195,0,7.6438561897747235
196,0,0.1361351476101941
197,0,0.22670913386885433
198,0,1.121116839218866
199,0,1.1211168392188662
200,0,0.04541469233379411
201,0,1.0807931358959113
202,0,0.4975370988858111
203,0,0.09079313589591119
204,0,0.0
205,0,0.04541469233379411
206,0,0.1361351476101941
207,0,0.04541469233379411
208,0,5.660081752263909
209,0,5.6763073147530925
210,0,7.6438561897747235
211,0,5.6763073147530925
212,0,5.8710140646232825
213,0,5.757435127199004
214,0,5.757435127199005
215,0,5.789886252177371
216,0,0.6773283387971359
217,0,0.09079313589591119
218,0,0.22670913386885433
219,0,0.09079313589591119
220,0,0.18144054254182068
221,0,0.04541469233379411
222,0,0.1361351476101941
223,0,0.04541469233379411
224,0,0.36229218908241484
225,0,7.6438561897747235
226,0,5.708758439731458
227,0,5.757435127199005
228,0,0.7221791902022728
229,0,5.806111814666553
230,0,5.708758439731458
231,0,5.676307314753092
232,0,0.1361351476101941
233,0,0.18144054254182068
234,0,0.40741165900058474
235,0,0.4975370988858111
236,0,0.04541469233379411
237,0,0.09079313589591119
238,0,0.2267091338688543
239,0,0.09079313589591119
240,0,5.643856189774726
241,0,5.660081752263909
242,0,5.66008175226391
243,0,5.660081752263909
244,0,5.660081752263909
245,0,5.660081752263909
246,0,5.692532877242275
247,0,5.66008175226391
248,0,0.2267091338688543
249,0,0.18144054254182068
250,0,0.1361351476101941
251,0,0.09079313589591119
252,0,0.18144054254182068
253,0,0.09079313589591119
254,0,0.1361351476101941
255,0,0.04541469233379411
