rule,rep_num,row_Shannon
0,0,0.04541469233379411
1,0,1.0403965679479557
2,0,5.660081752263909
3,0,6.653856189774725
4,0,0.04541469233379411
5,0,1.0403965679479557
6,0,5.773660689688187
7,0,6.6738561897747255
8,0,0.09079313589591119
9,0,3.579206130386436
10,0,5.660081752263909
11,0,5.78988625217737
12,0,0.04541469233379411
13,0,0.18144054254182068
14,0,5.692532877242275
15,0,5.643856189774726
16,0,5.660081752263909
17,0,6.653856189774725
18,0,7.6438561897747235
19,0,1.0403965679479557
20,0,5.741209564709822
21,0,6.6738561897747255
22,0,7.6438561897747235
23,0,1.0807931358959113
24,0,5.6763073147530925
25,0,6.753856189774726
26,0,7.6438561897747235
27,0,6.683856189774723
28,0,1.2821164609678128
29,0,1.0403965679479557
30,0,7.6438561897747235
31,0,6.6738561897747255
32,0,0.18144054254182068
33,0,1.2419407328532108
34,0,5.660081752263909
35,0,6.6738561897747255
36,0,0.09079313589591119
37,0,1.5224905823210007
38,0,5.6763073147530925
39,0,6.653856189774725
40,0,0.27194073285321085
41,0,7.6438561897747235
42,0,5.66008175226391
43,0,5.903465189601649
44,0,0.18144054254182068
45,0,7.6438561897747235
46,0,5.676307314753092
47,0,5.724984002220641
48,0,5.660081752263909
49,0,6.673856189774726
50,0,1.1211168392188662
51,0,1.0
52,0,5.6763073147530925
53,0,6.693856189774723
54,0,7.6438561897747235
55,0,1.0807931358959113
56,0,5.708758439731458
57,0,5.757435127199004
58,0,5.708758439731458
59,0,6.6738561897747255
60,0,7.6438561897747235
61,0,7.383856189774725
62,0,2.069411301432388
63,0,6.653856189774725
64,0,0.09079313589591119
65,0,6.146848626939388
66,0,5.6763073147530925
67,0,7.6438561897747235
68,0,0.04541469233379411
69,0,0.31713514881102717
70,0,1.1614405425418206
71,0,1.0403965679479557
72,0,0.09079313589591119
73,0,7.6438561897747235
74,0,5.724984002220641
75,0,7.6438561897747235
76,0,0.04541469233379411
77,0,0.09079313589591119
78,0,0.31713514881102717
79,0,0.27194073285321085
80,0,5.660081752263909
81,0,5.724984002220641
82,0,7.6438561897747235
83,0,6.6738561897747255
84,0,5.8547885021341015
85,0,5.643856189774726
86,0,7.6438561897747235
87,0,6.713856189774724
88,0,5.708758439731458
89,0,7.6438561897747235
90,0,7.6438561897747235
91,0,1.3623927754713696
92,0,0.27194073285321085
93,0,0.27194073285321085
