rule,rep_num,cell_Shannon
0,0,0.004907269475168269
1,0,0.6270117318070291
2,0,0.5862945097787473
3,0,0.9847585905172328
4,0,0.5316213304360994
5,0,0.9783568209059407
6,0,0.8331963906264179
7,0,0.8110594626325814
8,0,0.00792119405821428
9,0,0.968977028275264
10,0,0.7613608931271297
11,0,0.9997801298693608
12,0,0.7610800813934311
13,0,0.989367801928595
14,0,0.998781910435461
15,0,0.9814538950336478
16,0,0.6361322345473396
17,0,0.606031986225458
18,0,0.7909227057098434
19,0,0.8561214941134422
20,0,0.8327411947905417
21,0,0.9738189945412047
22,0,0.9023082565707286
23,0,0.9252679975095984
24,0,0.6822283688620171
25,0,0.9691429844531376
26,0,0.9494476957877772
27,0,0.932051549306659
28,0,0.994952024821304
29,0,0.9709505944546695
30,0,0.9860738197121718
31,0,0.9766738796501826
32,0,0.010721704731224014
33,0,0.9794551749407663
34,0,0.8561735565073321
35,0,0.9571807241826622
36,0,0.14929761884917991
37,0,0.9578548061133225
38,0,0.8421912316685203
39,0,0.9481153091612573
40,0,0.01693093055674022
41,0,0.9362960674798759
42,0,0.9251715036422649
43,0,0.9987121762028544
44,0,0.6384609657014698
45,0,0.9870591744884294
46,0,0.942778264651559
47,0,0.9987002704416722
48,0,0.8275895328242556
49,0,0.9127826662406692
50,0,0.998458066354216
51,0,0.9895875212220606
52,0,0.8426587254851884
53,0,0.9485979203965536
54,0,0.9746769864554132
55,0,0.9894760838009476
56,0,0.9814538950336478
57,0,0.9952971969991816
58,0,0.9585273658984805
59,0,0.9079685512314178
60,0,0.9886011725855184
61,0,0.9871345523857441
62,0,0.9746847386912705
63,0,0.823726198599432
64,0,0.006350640542049844
65,0,0.9505118013711127
66,0,0.761693787474783
67,0,0.986175324852988
68,0,0.6816708881796107
69,0,0.9806975772920807
70,0,0.9987180600365521
71,0,0.9895875212220606
72,0,0.6369416604910834
73,0,0.972393246289416
74,0,0.9582042017018408
75,0,0.9856064652745762
76,0,0.904853778115849
77,0,0.9988455359952013
78,0,0.9896332627460861
79,0,0.9893947475390636
80,0,0.761221418419427
81,0,0.9998205546353317
82,0,0.9607938324766612
83,0,0.9416487717433581
84,0,0.9985325015683492
85,0,0.9895875212220606
86,0,0.9869887832549817
87,0,0.723250932162301
88,0,0.8823605453360877
89,0,0.987489570961787
90,0,0.9831965293474382
91,0,0.910425851548586
92,0,0.9895753535701043
93,0,0.9893464538531953
94,0,0.9942080938881901
95,0,0.8021972702428509
96,0,0.013153798723138046
97,0,0.9270728949231384
98,0,0.971095841482396
99,0,0.9952796366741385
100,0,0.5879974092453981
101,0,0.9866942505534105
102,0,0.9881647564539563
103,0,0.9879227989772792
104,0,0.41261158319976843
105,0,0.9830961372241438
106,0,0.98727220703474
107,0,0.9330393764727282
108,0,0.9647472204692982
109,0,0.9890409102211596
110,0,0.9802038665842778
111,0,0.9754048190233872
112,0,0.94296400098919
113,0,0.9988628529552733
114,0,0.9441002269458787
115,0,0.9318992977031716
116,0,0.971142585665267
117,0,0.9986831642256341
118,0,0.9542670813903952
119,0,0.7455798207416493
120,0,0.9853693723981642
121,0,0.9269547342720178
122,0,0.9653212920668327
123,0,0.9217583676788962
124,0,0.9798745965882172
125,0,0.9694586545269965
126,0,0.9684007182059071
127,0,0.004854752972273344
128,0,0.004854752972273344
129,0,0.9673777817974689
130,0,0.6370944186365999
131,0,0.9557691366945982
132,0,0.5869874711523732
133,0,0.9895869167359552
134,0,0.8697411245036589
135,0,0.9871743347840597
136,0,0.012667062969922697
137,0,0.980480597818797
138,0,0.9987060612874985
139,0,0.971183253796209
140,0,0.8280922758527618
141,0,0.9814415925526897
142,0,0.9981379805025122
143,0,0.9995594692768744
144,0,0.6375786432398539
145,0,0.9322504516668026
146,0,0.8023741134665074
147,0,0.9676720579724837
148,0,0.8825712517979107
149,0,0.986949360216097
150,0,0.9841886691762219
151,0,0.9047898321041652
152,0,0.640641620719173
153,0,0.983539555467055
154,0,0.9916049637689848
155,0,0.9076674075892341
156,0,0.9988455359952016
157,0,0.9997613299852087
158,0,0.8719912099105894
159,0,0.7211116489258717
160,0,0.013658834353326512
161,0,0.9657238105845025
162,0,0.8821856338646396
163,0,0.9262972530196969
164,0,0.5356628092337286
165,0,0.9836637196609281
166,0,0.9906419745444337
167,0,0.9164579403427018
168,0,0.027453684349857278
169,0,0.9859835383281438
170,0,0.9814538950336478
171,0,0.9429466655033152
172,0,0.5942501228408332
173,0,0.9433289645732138
174,0,0.942969773309214
175,0,0.8560283094796054
176,0,0.9257274540861214
177,0,0.9590771176028057
178,0,0.998741242304519
179,0,0.9998320992753797
180,0,0.9886905226230405
181,0,0.9160427202326028
182,0,0.7981271139332514
183,0,0.8121043173588905
184,0,0.9953784388202306
185,0,0.9896338112959264
186,0,0.9048074880419833
187,0,0.8559637666184635
188,0,0.6882268182066079
189,0,0.6820416867790474
190,0,0.6372437131469614
191,0,0.5862655551907564
192,0,0.01484436261978287
193,0,0.9779852978084853
194,0,0.7621408739905862
195,0,0.9879517157931104
196,0,0.8568312638307318
197,0,0.9815986275854356
198,0,0.9988513083152256
199,0,0.998764350110418
200,0,0.95824603979514
201,0,0.8695713080157281
202,0,0.48835436200483073
203,0,0.7241094961146185
204,0,0.9043814577244954
205,0,0.958251812115164
206,0,0.8279990912189248
207,0,0.8561214941134423
208,0,0.9952562995984028
209,0,0.9895875212220606
210,0,0.9531921407614881
211,0,0.8822161379556277
212,0,0.9983290125705776
213,0,0.999733596430524
214,0,0.8427127586872415
215,0,0.870232503546326
216,0,0.43506322639347644
217,0,0.588014744731273
218,0,0.47779047722593904
219,0,0.24948758839643415
220,0,0.7970203046068289
221,0,0.7960130155937104
222,0,0.6372345061645907
223,0,0.33052111050498
224,0,0.02083916541889408
225,0,0.9865425798908166
226,0,0.9580420222262955
227,0,0.942969773309214
228,0,0.5543611003295539
229,0,0.9442119815066592
230,0,0.7256386666221207
231,0,0.587524383068871
232,0,0.989714828277807
233,0,0.41035728291823964
234,0,0.029182850567491158
235,0,0.02888164792854262
236,0,0.958251812115164
237,0,0.4071094918912728
238,0,0.01667234516098296
239,0,0.00816577545317884
240,0,0.9895875212220606
241,0,0.9251946114481637
242,0,0.9251715036422649
243,0,0.7232953466070269
244,0,0.9710900691623721
245,0,0.7610800813934311
246,0,0.6828612510851307
247,0,0.47159855322744226
248,0,0.0161413476699688
249,0,0.013264719768002357
250,0,0.008380172560471365
251,0,0.005617915441565538
252,0,0.010902005389028574
253,0,0.00792119405821428
254,0,0.009264780793256194
255,0,0.004907269475168269
